episode,n_matched,energy_laugh,energy_nolaugh,base_laugh_rTPJ,base_nolaugh_rTPJ,match_laugh_rTPJ,match_nolaugh_rTPJ,base_laugh_visual_cortex,base_nolaugh_visual_cortex,match_laugh_visual_cortex,match_nolaugh_visual_cortex,base_laugh_auditory_cortex,base_nolaugh_auditory_cortex,match_laugh_auditory_cortex,match_nolaugh_auditory_cortex
s02e15b,161,8.226044829803355,7.617913988061542,0.2670801430337295,0.20524858678668145,0.26011162193994636,0.2684447652506385,0.4313308930964559,0.44381536831906754,0.4209657260975037,0.45493491842234196,0.459635896414214,0.4115354546787983,0.4738191361986022,0.4524813375432186
s02e16a,239,10.143017311096191,10.901519515489099,0.34087243955632346,0.22364749325943745,0.330704400918757,0.19778031480550762,0.5487824288733956,0.5706169740388605,0.5290701687024959,0.5581756249708653,0.26252326947465215,0.24607004868715673,0.2496133355064449,0.24995359498998015
s02e16b,230,9.665335912085975,10.19433985816108,0.27100617988591463,0.16291034454740852,0.268144274049656,0.18512271407802125,0.4178791050640127,0.4845746273266011,0.41556299161110016,0.45262251905327694,0.33325457853361956,0.33709095837948233,0.3341395692490805,0.35479516917521686
s02e17a,237,9.426197202349531,8.153595128451965,0.28959000258015843,0.21255835809285242,0.270573632092762,0.2132514106483546,0.4900778950607716,0.47430804777577795,0.490943100366092,0.45446809402133903,0.3394025748291208,0.22343535246306845,0.34602262209815976,0.2204662442663745
s02e17b,233,9.75997039811653,10.431523484015754,0.10861998420269729,0.13510184554751786,0.11133412469509063,0.14293183831475156,0.4110879680814883,0.42111073054290027,0.42736098471963474,0.42599828287849445,0.2767961517627821,0.3216134598436648,0.2814194726722729,0.3031832659983483
s02e18a,213,9.711041640241941,9.225293691856745,0.12000334216124671,-0.005805451152913088,0.123211735083213,7.433160530715549e-05,0.3939373463329765,0.51391095818973,0.412533864502602,0.4975344106384146,0.2300579513322147,0.2757470324629709,0.2053517272715936,0.25541648315608495
s02e18b,195,8.92140079826437,8.774781483385532,0.25830326306844215,0.12092133747462126,0.23984688012920963,0.12906072786538444,0.41603711157374695,0.49588277479581994,0.36623553512789747,0.4931640133332511,0.22081596861730265,0.3098132117913296,0.23533100803101406,0.3303660710757477
s02e19a,163,8.05199053088824,8.646684746785336,0.14567225062277211,0.1491310231080605,0.11825413652985202,0.14748942434150017,0.5161853832582898,0.5105268061813576,0.4895090437467233,0.5014888779529679,0.3137994146587467,0.29819436422922935,0.2565643960053227,0.29742151764039565
s02e19b,184,9.834851006477598,9.064195353497741,0.2514793562485144,0.3655843062924417,0.27442102565903914,0.3692295259060863,0.5073103895964824,0.4541683491660608,0.4534979667924099,0.45689005388726384,0.2954089887280206,0.38141148696753757,0.28808004820853556,0.3830314723114268
s02e20a,191,10.909460242986679,10.676799260420243,0.16071759045861114,0.25140019246511464,0.2097191538921331,0.24306927433625294,0.47361611891722033,0.5228330501378372,0.473366565922076,0.5298611277658819,0.1859345020027778,0.22297083786224495,0.21986343985267146,0.22053075991440327
s02e20b,224,11.558725426030472,11.705176910503203,0.09715540325160449,0.1872432101363515,0.0920650682661116,0.16949919843860065,0.33473696018738663,0.47152675737285527,0.33367381282928,0.4650170231832585,0.22091299404332668,0.20861455397059933,0.22566935562593501,0.18771281959259536
s02e21a,204,9.604060625919589,7.537952418107866,0.20460085223131008,0.187818146904004,0.21035283941383717,0.18535383146664966,0.5080147460280416,0.5956629557089643,0.48025261223418964,0.5433806176746825,0.2564377053222313,0.20504000086706042,0.26326057273000963,0.19799828977485115
s02e21b,236,10.73458529298122,10.346318217352325,0.18354406209920834,-0.006009020116525853,0.18527352156391622,0.004242384298621134,0.4504134534493181,0.45752536121290915,0.4527625179776611,0.4300521663793097,0.2625666154155744,0.31128795249570423,0.26829521751572794,0.3134381655693205
s02e22a,185,9.894235660765796,10.28132082181091,0.25739655169285897,0.2920080261542451,0.2838423676308735,0.2884790840437862,0.3838204346283478,0.5111414271680156,0.3839119908080085,0.5098149484703917,0.24161163307629907,0.2911719788696401,0.22606263009695318,0.2837808249635128
s02e22b,204,8.088719281439598,6.507574209450606,0.3056356649942655,0.3609887347954451,0.28347272465100554,0.3718165410013368,0.48759047172208025,0.5318654940675124,0.4501063778405972,0.5507140312379191,0.3100933996587613,0.2561947807592792,0.3082224177210586,0.25572021242241055
s02e23a,221,10.163897909822255,9.299832388629085,0.2561795239224824,0.24899384351666418,0.2364265925963185,0.2565857751866197,0.595013909160525,0.5637738795452846,0.5453191860876786,0.5696851311003288,0.2798068409006403,0.25471948093610847,0.2561068228199459,0.2585840507158326
s02e23b,206,11.037814167760454,8.937048232611357,0.13347720208118988,0.035361093607816044,0.0955027120847116,0.039099342790360744,0.4934564469766696,0.5206751252592992,0.5018760493568624,0.4942067755724162,0.234636124077227,0.21511758505485853,0.19800269898673548,0.2278974193162118
s02e24a,230,11.602125480150184,11.069739020091516,0.15769112085127582,0.21921528095160123,0.1679622881090552,0.2164334631930914,0.3439671231342348,0.45973735030713453,0.33480291641082366,0.4249666586608963,0.1421466381329208,0.22956269960467376,0.1534204025223256,0.25268068024592477
s02e24b,187,11.467591703855074,10.556579178805361,0.06311308615400936,0.16637387811960014,0.07148991383770846,0.13122632656815156,0.44839820502673255,0.408827877889471,0.4196680725895599,0.41200628814114815,0.31571737115133014,0.25044308369544777,0.3234692409324343,0.26666588336533237
s03e01a,201,8.30212089153938,8.064859532966064,0.181339996590542,0.16962071254982733,0.20088306550283427,0.17362446758443328,0.4838668596803295,0.5099614138851499,0.47460269674070094,0.48115295342140385,0.2505769079844126,0.43457161473017397,0.2615303154722352,0.43435524345804427
s03e01b,246,8.422403549585702,8.748419574137484,0.012836154781727104,0.019599380147730244,-0.007676250966630435,0.010706586578689272,0.29077282302555824,0.41306553341537416,0.27114556588286676,0.42022086984114254,0.30944704545225626,0.31554934832573794,0.30544729105938767,0.3111687916515737
